,A5S03,A5S04,A502N,A502S,A505S,A506N,A506S,A509N,A509S,KW01,KW1S05,KW1S08,KW1S11,KW1S15,KW1S21,KW12,KW23,KW34,KW45,KW56,KW67,KW78,KW89,KW101N,KW101S,KW910,PRZ12,PRZ23,PRZ34,PRZ45,PRZ56,PRZ67,PRZ78,PRZ89,PRZ910,PRZ1015,PRZ1520,WS01,WS12,WS23,WS34,WS45,WS56,WS67,WS78,WS89,WS910,WS1015,WS1520
KW101N_k141_52711_dvf_29570,0,0,0.025829716,0.0499471,0.15488632,1.3925667,0,0,0,0,0.018985577,0,0,0,0,0,0,0,0,0,0,0,0,102.08381,0,0.031103114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW101N_k141_127551_dvf_119546,0,0,1.4567021,0,0.006385252,9.537954,0.18496452,0.03373288,0,0.06317739,0.014088389,0,0,0.008977656,0,0,0,0,0.00717721,0,0,0,0.002054523,643.98596,0.053310607,0,0,0,0,0,0,0,0,0,0.006869938,0,0,0.027742798,0.070121594,0.030169873,0.031863824,0.005696706,0,0,0,0,0,0.005493486,0.001276598
KW101N_k141_214929_dvf_39733,0,0,0.03844586,0,0,0.36273047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.35458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW101N_k141_182579_dvf_13993,0,0.028058821,0.10916668,0,1.5274265,5.5912657,0,0.28818914,0.14383419,0,0.04012031,0,0.14598957,0,0,0,0,0,0,0,0,0,0,153.04483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW101N_k141_138676_dvf_23558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.60842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW101N_k141_138843_dvf_122023,0,0.006435297,1.9998623,0,0,7.618218,0,0.04367073,0,0,0.023004005,0.008161515,0.008370684,0.008795415,0,0,0,0,0,0,0,0,0,650.6532,0,0,0,0.005501489,0,0,0,0,0,0,0,0,0,0,0,0,0.031217005,0,0,0,0,0,0,0,0
KW101N_k141_204806_dvf_76030,0,0,38.530792,0,0,143.90164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.29796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW101N_k141_75575_dvf_45465,0,0,0.1931931,0,0.8730503,3.468877,0,0.012671067,0.088537194,0,0,0,0.022465985,0,0,0,0,0,0,0,0,0,0,118.21025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW101S_k141_2021589_dvf_10275,1.2846521,3.5154932,0,47.075085,12.257877,0.28053275,81.46845,0,17.629242,0,5.0813165,4.0223393,2.2863812,1.4101002,2.727707,0,0.35715738,0.1863052,0,0,0.06840542,0,0,0,99.55015,0,0.82247543,1.0453459,0.4160059,0.06664912,0.06819903,0,0,0,0,0,0,0,0.81584007,0,0.30893692,0.13255833,0,0,0,0,0,0,0
KW101S_k141_3546701_dvf_10156,5.726824,16.23704,0,1.8905244,4.8854413,0,77.29104,0,7.7288494,0.49577287,9.065595,4.412678,4.7269154,1.9021634,8.1615715,1.3730035,3.2520802,6.4085975,0.16896549,0,0.69206935,0,0,0,84.87177,0,0,0.5287972,0.0765237,0,0,0,0,0,0,0,0,0.97967917,0.20634985,0.24859014,0,0.13411155,0,0,0,0,0,0,0
KW101S_k141_4053885_dvf_10819,16.432648,23.371092,0,7.4399667,23.212498,0,77.51805,0.23296,20.649466,3.2577395,19.09571,10.539762,9.346537,11.55678,10.637801,4.9713335,6.1055784,8.316058,1.8240278,0.43582767,1.1693854,0.50048494,0.045403462,0,55.960964,0,0.6248959,1.4891758,0.14366849,0.06329787,0.16192463,0.04505182,0,0,0,0,0,11.955363,3.5835333,0.93342507,2.8753495,1.0700909,0.45497048,0,0,0,0.11827889,0.36420608,0.070529684
KW101S_k141_779366_dvf_23892,0.9495713,3.4674501,0,0.74180603,2.044752,0,1.2560201,0.066308714,4.21202,1.6859432,4.3235497,2.8552918,0.98328185,1.8642049,1.297874,2.251166,2.6879861,7.6116343,0.32320693,0.35524002,0.26476604,0.33995146,0.020560022,0,120.368645,0.59667027,0.2475998,0.36526892,0.3252866,0.071657844,0.17597817,0,0,0,0,0,0,0.2776277,0.96486616,0.13586216,0.39858454,0.62708884,0.095088005,0,0.05750516,0,0,0,0
KW101S_k141_4306905_dvf_14018,119.8227,188.91924,0,321.18982,76.561844,1.0868835,154.24562,0,181.62576,42.02476,221.02911,129.40634,152.43274,246.98827,153.48367,82.27896,71.07637,102.69247,10.527691,11.638365,9.8776245,35.408176,1.1914312,0.046884112,152.18898,0,6.0286307,25.189617,8.122134,1.001484,1.0497679,0.13908279,0.090304844,0.3380298,0.2343483,0,0,132.72787,72.88119,51.663784,48.41426,29.829168,9.264779,0,0.93110114,0,3.5601878,1.4054594,0.25039798
KW101S_k141_4818015_dvf_32206,8.978394,9.350586,0,33.545876,13.817989,2.416531,75.62111,0.96593386,31.121857,9.06769,27.419975,24.521603,28.702152,57.967648,22.589403,11.875741,9.286718,11.650004,1.7583196,2.7524724,1.3094436,4.9597917,0.312675,1.3060354,307.9084,0.11422954,0.1574415,0.22928613,0.14478818,0.042527456,0.42428514,0.030268624,0,0,0,0,0,1.7506424,10.346352,4.4347277,4.711322,2.7066498,1.728254,0,0.042660166,0,1.9866785,1.1623079,0.05686349
KW101S_k141_2552413_dvf_27601,0.23911816,0,0,0,0,0,0.17166899,0,0.07292025,0.27363515,0.30509955,0,0.2590454,0,0,0.21651736,0.06647933,0.069355674,0,0,0.07639567,0,0,0,798.1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07592801,0,0,0.024673687,0,0,0,0,0,0,0
KW101S_k141_4584218_dvf_15362,0.053703137,0,0,0,0,0,0,0,0,0,0.0730899,0.06482831,0,0,0,0,0,0,0,0,0,0,0,0.17112915,180.8787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023477985,0,0,0,0,0,0,0,0,0
KW101S_k141_4839013_dvf_13459,0.18388905,3.0338967,0,1.2619631,2.1551821,0,0.7040993,0.35312754,2.0935733,0,1.2096517,8.39838,5.0846925,3.9073412,0.3544532,0,0.40899682,0.28446186,0.25499865,0.070067905,0.2088909,0.06705237,0,0,105.59437,0,0.31395108,0.24939004,0.057743866,0.025440956,0.15619549,0,0,0,0,0,0,0,0,0.24117832,0.5660439,0.10119897,0.1406644,0,0,0,0,0.048794437,0
KW101S_k141_56121_dvf_36239,0.21626927,0.67173153,0,0.40755424,0.08425523,0,0.3050825,0,0.99969894,0.27788123,0.82105976,0.98932433,2.1421018,0.34058043,0.80630916,0.16490786,0.10126637,0.10564783,0.04735267,0,0,0.17432062,0,0,144.99838,0,0.46640003,0.22229359,0.13939776,0.03779462,0.03867353,0,0,0,0,0,0,0.18303709,0.086744495,0.02985751,0.2803015,0.056377254,0.11493267,0,0,0,0,0,0
KW101S_k141_813768_dvf_30766,6.918247,8.741778,0,17.23396,10.941596,0.6022944,55.135166,0.21065505,28.130043,7.2009053,23.521067,18.823097,18.359325,31.37821,15.835535,9.906419,10.198505,10.390878,1.6175125,2.5134761,0.5711383,4.4879427,0.25546125,1.2069497,284.87827,0.05978802,0.27468422,0.24001786,0.22734745,0.011129487,0.46692047,0,0,0,0,0,0,2.8027709,9.195802,4.888477,4.725482,2.5455737,1.6983807,0,0,0,1.4557654,1.3020926,0.05456457
KW101S_k141_1827395_dvf_27756,7.921141,9.845383,0,20.991901,11.385616,0.26704407,114.03451,0.16085525,29.947884,6.349165,27.143806,12.57603,14.756731,2.3973577,11.128959,5.310937,4.2309175,3.586355,0.55642456,0.64554816,0.12661509,0.52022356,0.017697796,0.08287489,41.789116,0,0.63939196,0.9916282,0.112000965,0.037009276,0.06311654,0.017560732,0,0,0,0,0,1.5533588,5.2097764,0.9615755,2.4016743,0.7606129,0.30011854,0,0,0,0,0.070981875,0.016495043
KW101S_k141_77395_dvf_36608,0,0.06435103,0,0,0.020851491,0,0,0,0.16493703,0,0.07667771,0,0,0.2638545,0.09773653,0,0,0,0.04687537,0.051521193,0,0.02465193,0,0,168.3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW101S_k141_334302_dvf_28842,0,0.06806517,0,0.051207814,2.6730628,0,0.5476084,0,1.1165228,0,0.29197186,0.12085235,0.07082838,0.11163334,0.2894572,0,0,2.522116,0.29748517,1.7002386,0.48739037,0,0.85157067,0,165.61319,0,0,0.0698261,0,0.10684724,0.012147998,0,0,0,0,0,0,0,0.14532204,0.012504986,0.26414204,0.047224082,0.13128093,0,0,0,0.044367913,0.022769721,0.005291316
KW101S_k141_1340752_dvf_14368,1.8086796,2.65067,0,11.564259,9.24413,0,22.754614,0,9.245291,8.5856905,4.923221,13.585393,6.3980684,4.36976,8.38372,7.348113,6.002235,4.796373,0.35829905,0.3938101,0,0.942154,0,0,131.18288,0,2.0586214,1.3082284,0.59499735,0,0.2926274,0,0,0,0,0,0,0.23082827,3.5735235,1.6316446,1.7674426,0.7583724,0.4216486,0,0,0,0.17812629,0,0
KW101S_k141_1592279_dvf_13656,0,0,0,0,0,0,0,0,0,0,0,0,0.8975536,0,0,0,0,0,0,0,0,0,0,0,314.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10564405,0.1859594,0,0,0,0,0,0.5622405,8.319662,0
KW101S_k141_345661_dvf_55213,0.5080249,0.44089037,0,2.4074805,0.7603866,0,1.43029,0,0.69260436,0.5471613,0.9151163,0.6583608,0.46248892,0.24297786,0.7560289,0.036079034,0.13293217,0.1386837,0.09323965,0,0,0,0.022242047,0,306.11234,0,0.061224237,0.036475547,0.014075936,0,0,0,0,0,0,0,0,0.54061294,0.49343374,0.4899237,0.505933,0.320694,0.21945001,0,0,0,0.023176774,0.11894378,0.022112492
KW101S_k141_4390169_dvf_16719,0.59213173,0.72800046,0.22841817,1.9876221,0.13696957,2.9062908,0.75574476,0,1.926117,0.30115852,0.6379967,1.3402464,0.7331175,1.2838601,1.0700219,0.11914779,0.6584949,0.5724881,0.051319264,0.056405522,0,0.43182385,0.029380947,0.1375845,106.16066,0,0.10109379,0.20076203,0.16269581,0,0.0838262,0.0583068,0,0,0,0,0,0,0.12534776,0.40987542,0.15189077,0.2851324,0.045294628,0,0,0,0.15307845,0.5892018,0.027384195
KW101S_k141_2373401_dvf_17285,16.084513,32.4596,0,48.789722,32.326214,0.35734627,182.10982,0.058325578,75.10404,42.383717,55.019817,89.90976,76.05221,25.581491,54.509148,35.26536,30.041979,29.348324,1.5884417,1.909548,0.9352566,0.8353674,0.09946602,0,255.60492,0,3.1290705,2.3690941,0.9666912,0.01980965,0.22297356,0,0,0,0,0,0,2.110613,22.429998,4.8617773,13.112349,5.555314,1.6648351,0,0.03974293,0,0.22209881,0.30395108,0.06180416
KW101S_k141_4906584_dvf_30071,0.6721491,0.43087006,0,0.22101729,0.050768603,0,0,0,0.1338613,0,1.9976114,0.5630066,0.13586724,0.035690296,0.09915254,0.06624428,0,0.06365887,0,0,0,0,0,0,117.782364,0,0.028103271,0.17859282,0.025844656,0,0.011651509,0,0,0,0,0,0,0,0,0.011993906,0.042224426,0.022647016,0,0,0,0,0,0,0
KW101S_k141_650733_dvf_49663,4.020035,4.972765,0.030758701,2.364263,2.0288694,0.041457623,3.0848513,0,9.604801,8.161469,16.05205,7.008526,6.149516,7.1746907,6.435963,12.915737,10.566825,14.917115,0.72561634,0.79753226,0.39627567,0.5814923,0.13847493,0,144.81625,0.037038404,1.2251924,1.8113139,0.5477139,0.124103986,0.4233001,0,0,0,0,0.018144574,0,0.86815184,1.3081442,0.8279049,1.4061815,0.91875714,0.61755985,0,0.04149709,0,0.6699382,0.1983542,0.09526159
KW101S_k141_1918862_dvf_11916,37.386143,51.928528,0,32.72164,62.65006,0,68.12838,0,167.89156,8.662212,104.026436,8.274031,16.97217,15.041253,28.625114,11.033409,11.548943,12.85187,5.32834,3.8779082,0.7668054,0.6058797,0.63896537,0,72.73729,0,1.2056555,1.1830705,0.26088443,0.028735299,0.35284245,0,0,0,0,0,0,55.665333,12.223096,6.447,9.376999,5.943766,3.4317863,0,0,0,3.75865,2.700528,0.2305319
KW101S_k141_4945607_dvf_22731,0.054440252,0.103636555,0,0.09746178,0.033581074,0,0,0,0,0,0.123488516,0.2628725,0.044934936,0.047214944,0.026233917,0,0,0,0,0.041487128,0,0,0,0,98.33946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW101S_k141_2432441_dvf_42380,0.1654647,0.34278437,0,0.17424916,0.10806957,0,0.48448223,0.027186884,0.42741966,0,0.37091312,0.44648317,0.45792603,0.30389136,0.5769054,0,0.04329627,0.04516956,0,0,0,0.085177705,0,0,212.82414,0,0,0.01584021,0,0,0,0,0,0,0,0,0,0,0.049449954,0.051062122,0.044940922,0.016069336,0.035737652,0,0,0,0,0,0
KW101S_k141_4954313_dvf_33119,2.2169719,2.7622244,0,12.598037,8.573909,0,48.78585,0,9.358721,9.273808,4.6446013,13.336101,6.198998,4.5691977,8.354539,5.8944755,5.8173285,4.91302,0.56994927,0.3132185,0.21222429,0.054497894,0.059327886,0,131.33308,0,1.6075633,1.337792,0.4927887,0.05169386,0.116371214,0,0,0,0,0,0,0.80112094,4.2079573,1.2741402,2.2044604,0.84307367,0.3429818,0,0,0,0.115914665,0.03965846,0.009215986
KW101S_k141_4460747_dvf_35251,0.08191133,0.044552166,0,0.06284655,0.043308355,0,0,0,0,0,0.047777668,0.09888013,0.02897552,0.015222873,0.13533193,0,0,0.054304443,0,0,0,0,0,0.074576214,153.08495,0,0,0,0,0,0,0,0,0,0.09319153,0,0,0,0,0.020462897,0.072039425,0,0,0,0,0,0,0,0
KW101S_k141_1945315_dvf_17351,30.929304,36.001945,0,70.395134,54.595947,0,47.15206,0.004150266,118.54939,10.011521,74.74164,29.674164,52.098045,49.452927,48.63105,17.565609,12.795944,15.445798,9.543848,5.0002904,1.0532249,0.6761542,0.9484106,0,48.024834,0,26.593342,18.687212,7.5249467,2.4273188,4.1194167,1.0393857,0,0,0,0,0,52.373474,22.767414,11.328712,18.660673,10.832869,5.4337773,0,0,0,2.9500532,4.882568,0.17591164
KW101S_k141_2961184_dvf_10050,0.24626495,0.3516063,0,0.58783513,0,0,0.15715542,0,0,0,0.11172209,0.54501575,0.20326686,0,0.118671276,0,0.18257672,0,0,0,0,0,0,0,98.6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20852628,0,0.06317069,0,0,0,0,0,0,0,0
KW101S_k141_4989612_dvf_10436,0.15810417,0.7524475,0,0,0.9508728,0,0.30268535,0.082803294,0,0.2412356,0.26897448,2.9582853,3.0341027,2.982373,0.114281945,0,0,0,0,0,0,0,0,0,92.21288,0,0.89076555,0.06432619,0.03723528,0,0.2014407,0,0,0,0,0,0,0,0.30122018,0.069120124,0.36500505,0.13051331,0,0,0,0,0,0,0
KW101S_k141_4233164_dvf_13095,8.316026,12.742765,0,22.670033,19.760927,0.15722871,41.49047,0.81937206,31.81543,8.843574,17.534481,22.549225,17.784105,17.580038,17.75991,12.62609,10.228898,10.963837,6.224562,3.1686854,0.64409226,3.0323136,0.5251685,0.12547185,36.622643,0,0,0.051264457,0.11869793,0,0.053512413,0,0,0.060309302,0,0,0,13.676456,4.000934,2.919503,4.6542253,2.6523056,1.1855104,0,0,0,1.1726546,0.8024123,0.116542295
KW101S_k141_480386_dvf_43076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW101S_k141_987593_dvf_11209,0,0.035027843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.98578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW101S_k141_1238551_dvf_44133,0.4486371,0.5070978,0,0.43505234,0.7264387,0.03732191,4.187144,0.045687247,1.2313267,1.3690624,0.8777297,0.84621406,0.8794736,1.0092126,0.87827724,0.4965072,1.0394126,0.8241323,0.13608971,0.12820935,0.0796304,0.16358876,0,0.059567355,152.60103,0.010419857,0.114892736,0.12168819,0.5018802,0.015517178,0.007939015,0,0,0,0,0,0,24.573647,2.3030593,0.56388974,12.515191,0.40120724,2.179201,0,0.015565599,0,0.6089059,0.07440286,0.086450115
KW101S_k141_5035318_dvf_43270,0,0,0,0,0,0,0.80302906,0,0.093028516,0.11636398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.11739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW101S_k141_5035320_dvf_45167,0.009132637,0.060849506,0,0,0.06760081,0,0.2797462,0,0.04456067,0.33443016,0.08700655,0.011024559,0.11307105,0.023761662,0.01320263,0.0441037,0.12187411,0.042382404,0,0.20879047,0.015561487,0,0,0,147.55547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02319934,0.007985228,0.04216787,0,0,0,0,0,0,0,0
KW101S_k141_5035344_dvf_45342,0.063681714,0,0,0,0,0,0,0,0.08877737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.13945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014001708,0,0,0,0,0,0,0,0
KW12_k141_234485_dvf_11823,14.68831,0.39850503,0,0,0.83932227,0,5.076348,0,0.68093437,0,1.8518765,0.29481718,1.3822765,0.3177155,5.6994433,114.908714,0.31039432,1.1333842,0.14514196,0,0.05944901,0,0,0,3.0994802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW12_k141_471255_dvf_10257,0.20107916,0,0,0,0.07442053,0,0,0,0,80.01523,0.054733694,16.16614,0.4979117,4.1854067,0.23255266,101.96127,74.061325,25.94187,1.4220643,0.18388298,0.4796782,1.7596916,0.28734723,0,0,0,0,0.065448776,0.15154034,0,0,0,0,0,0,0,0,0,0.10215897,0,0,0,0,0,0,0,0,0,0
KW12_k141_588702_dvf_14731,0.0560035,0.026653118,0,0.050130196,0.20727211,0,0.21443379,0,0.27325663,0.34180093,0.53354484,0.3718287,0.48536503,0.54642063,0.20240419,333.60547,2.4912038,1.039596,0.116489954,0.12803529,0,0,0.016673004,0,0.43262982,0,0.057368375,0,0,0,0,0,0,0,0,0,0,0,0,0.048967317,0,0,0,0,0,0,0,0,0
KW12_k141_958399_dvf_11802,54.453934,21.025278,0,30.221996,13.582409,0,25.962204,0.21355653,20.464382,18.558338,69.54516,30.757736,13.414632,15.914041,37.743893,49.961143,33.426765,32.602226,9.378315,6.712056,11.1963005,2.2939956,0.35378498,0,14.039977,0,0.42963573,0.17064263,0.16462775,0,0,0,0,0.066916645,0.06958766,0,0,19.952074,7.102827,1.2223989,2.4206865,0.9232583,0.80206835,0,0,0,1.8432645,0.055645168,0.01293104
KW12_k141_65858_dvf_10876,0.49305066,0,0,0,0,0,0,0,0.740225,32.869614,3.5100622,0,10.04887,1.3321792,2.960781,93.77715,76.5946,51.39495,9.230121,3.3816395,0.77550465,0,0.27099305,0,0,0,0.9324313,1.0493046,0.17864442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW12_k141_88319_dvf_10442,0,0,0,0,0,0,0,0,0,25.074083,0,0,0,0,0.5710814,104.92411,20.208107,19.06586,4.6836224,20.952518,2.6251445,6.4819317,6.0920315,0,0.6103304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12159843,0.3260958,0,0,0,0,0,0,0
KW1S05_k141_1785126_dvf_31505,54.45363,24.550877,0,16.314035,56.816765,0,11.981574,0.009142836,36.286224,14.223811,68.10615,15.647255,25.579979,37.48941,34.335194,15.933725,18.695498,24.365297,4.194034,2.3946521,1.3162696,0,0.3897953,0,62.658577,0,0.3218893,0.085231945,0.024668297,0,0.033363517,0,0,0,0,0,0,70.21529,9.545513,6.5024557,10.337596,9.230118,2.7402005,0,0,0,1.3810003,0.3335213,0.15500994
KW1S05_k141_1193529_dvf_16428,22.447617,7.6479588,0,4.0906124,7.8061643,0,7.595176,0,12.006443,1.6857123,74.669266,6.304651,4.91185,8.91756,7.078343,2.3039083,2.233864,1.3983097,0.9401096,0.05740467,0,0.16480239,0.014950695,0,34.429626,0.2239394,0.41153812,0.57209116,0.09461586,0.062529184,0.10663883,0,0,0,0,0,0,5.4508524,2.2962263,1.3831345,1.1593598,1.2436422,0.3457272,0,0,0,0,0.27983138,0.03715903
KW1S05_k141_603982_dvf_10971,24.28867,22.224174,0,15.144953,19.55119,0,13.676434,0,37.608032,24.324007,75.01755,46.749123,87.422264,60.015907,50.7671,30.685751,26.927195,26.870846,4.3795805,2.4068208,0.76878935,0.98710185,0.78355217,0,23.090834,0,13.711297,12.299054,4.533696,0.34331495,1.4690672,0.26656586,0,0,0,0.24640799,0,24.788654,15.377173,5.5887065,11.399917,5.400474,3.1751819,0,0,0,5.9486485,1.1972004,0
KW1S05_k141_10088674_dvf_18236,0.0452395,8.612131,0.33506677,0.08099011,0,0.7677444,0,0.32775468,0,0,52.181343,0,0,0,0.1308013,0,0,0,0,0,0,0,0,1.2974322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_8312359_dvf_14844,7.363975,15.7114315,0,5.770835,0.6170828,0,0.63840425,0,7.321765,1.0175968,28.516455,1.5095378,22.22564,0.50611025,1.9282885,0.8051867,0.24722394,0,0,0.19059093,0.09470031,0,0.033092164,0,17.066124,0,7.970432,1.8541924,0.41884923,0.046134442,0.23603648,0.06567174,0,0,0,0,0,0,0,0.19437823,0.08553832,0,0,0,0,0,0,0,0
KW1S05_k141_10096896_dvf_16280,0.38006184,0,0,1.0432901,0,0,0.19403097,0,0.49451396,0,30.759947,0.36703652,0,0.06592401,0.36629188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S05_k141_1212680_dvf_18303,26.120323,10.18947,0,4.5995383,9.216864,0,10.0099325,0,19.793526,4.5390725,85.48498,9.984498,5.915429,11.844785,11.761606,3.4827635,4.711802,3.4514253,0.84380263,0.10304801,0.038401663,0.39445242,0.06709556,0,46.919693,0,0.4155516,0.66019475,0.212308,0.05612356,0.057428706,0,0,0,0,0,0,4.8924546,2.1182456,1.9902502,1.6302614,1.7115691,0.7654317,0,0,0,0,0.28704554,0
KW1S05_k141_8336336_dvf_11297,17.782108,56.928665,0,15.949913,33.987404,0,8.388486,0,44.00548,7.131195,42.389763,5.2893286,9.40314,10.735279,10.609982,7.053313,5.8472385,13.047713,1.8227991,1.8365023,0.7466042,0.31953895,0.32611758,0.20361823,7.8979354,0,4.5632205,5.526392,1.5478826,0.12123921,0.31014654,0,0,0,0,0,0,13.798123,6.214534,1.4366729,4.7206063,1.989343,0.7038549,0,0,0,1.1327425,0.58132625,0.02701817
KW1S05_k141_9530996_dvf_41988,451.1221,0.08415841,0,0,0.145438,0,0,0,0,0.059958432,252.31602,0.03557775,0.1216319,0.10224282,0.042606685,0,0,0,0,0,0,0,0,0,0,0,0.020127025,0,0,0,0,0,0,0,0,0,0,0.23696345,0.099823244,0,0,0.016219359,0,0,0,0,0,0,0
KW1S05_k141_10717718_dvf_14336,21.723827,35.795452,0,23.952816,34.76949,0.35904542,28.42413,0.075346604,76.93528,17.385319,66.37688,22.472881,23.583195,33.800865,18.510311,9.309858,14.463118,16.824778,2.99249,1.3156304,0.34319612,1.1331083,0.23985355,0,37.67562,0,6.9559875,8.241506,4.906132,0.28661537,2.1751645,0,0,0,0,0,0,2.313435,12.498705,3.8743715,7.882676,4.7504077,3.380718,0,0,0,1.606715,1.007808,0.04258151
KW1S05_k141_3604187_dvf_24049,2.1268754,0.2938703,0,0.39918843,0.2221847,0,0.7224223,0,1.5064281,1.1515191,35.459766,1.6357334,1.3166409,1.2272518,0.6447005,0.08283221,0.45778936,0.71639454,0.21406464,0.23528062,0.14613199,0.037525795,0.010212899,0,0.9275124,0,0,0,0,0,0,0,0,0,0,0,0,0.6895382,0.1307137,0.029994491,0.23758943,0.11327181,0.031489078,0,0,0,0,0,0
KW1S05_k141_7163893_dvf_11592,7.36596,18.89975,0,8.281645,2.699844,0,0,0,26.217518,1.9546076,24.50571,2.8780534,20.971102,6.851275,6.2760034,7.3893523,4.748696,2.4770782,0.29606858,0.40676495,0,0,0,0,15.393889,0,5.832253,2.490187,0.83805066,0.17723076,0.5138314,0.08409518,0,0,0,0,0,0,0.45196885,0.5289311,0.4929079,0.9399841,0.62061495,0,0,0,0,0.056653235,0
KW1S05_k141_9535230_dvf_10536,17.539598,21.949257,0,0,3.4775918,0,2.698312,0,10.697572,8.602054,33.19613,5.8131533,0.96945333,0,11.885714,25.335257,13.584083,9.811261,0.65148574,0.08950683,0.5336869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39781496,0,0.36154065,0,0,0,0,0,0,0,0
KW1S05_k141_54187_dvf_49537,8.751659,0.88770485,0.030836938,1.3118513,1.9261646,0.14131445,1.4347566,0.029073728,1.340779,1.3213537,50.023922,1.7993091,1.1959168,3.1089964,1.492704,1.4878813,1.4445958,0.8888019,0.06928209,0.2474831,0.042566102,0.25504994,0.009916225,0.07960371,1.9297909,0.009283153,0.017059846,0.09486155,0.023533158,0,0.042437676,0,0,0,0,0,0,0.46865544,0.29613873,1.3251047,0.23068771,0.05499069,0.015287178,0,0,0,0.05166479,0,0
KW1S05_k141_4801903_dvf_11255,12.314341,0.17442341,0,0.19683728,0,0,0,0,0,0,121.00977,0,0,0.095356986,0.21193182,0.35398167,0,0,0.30493355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09310036,0.12818082,0.05640741,0,0,0,0,0,0,0,0
KW1S05_k141_10145392_dvf_10800,2.9409277,0.03635436,0,0,0,0,0,0,0,0,33.580246,0.27663678,0.4728778,0.09937435,1.490808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19404529,0.30055732,1.9986503,0.25222906,0.0701186,0,0,0,0.3554609,0,0
KW1S05_k141_72684_dvf_24650,9.203715,11.691208,0,23.607006,16.257566,0.10023091,132.69624,0.08764049,47.193684,9.19181,34.435787,12.544609,14.378555,2.6123562,13.813411,6.869076,3.3497088,2.718053,0.4524985,0.4590883,0.11405528,0.76882815,0,0,38.522816,0,1.1313624,0.8987086,0.31528383,0,0.08528338,0,0,0,0,0,0,2.55636,8.459273,0.9510536,2.884581,0.88408077,0.29185268,0,0,0,0,0.106567845,0.012382324
KW1S05_k141_10151212_dvf_60001,18.135674,10.705454,0,5.907645,7.1624737,0,13.793303,0.031204358,34.248394,1.7202868,58.32885,3.585153,26.675535,8.71101,8.417955,1.493999,1.5902166,1.9780625,0.343197,0.15717137,0.035142697,0.6768321,0.036840886,0,6.61195,0,1.929598,1.7006189,0.73182726,0.13125491,0.39124283,0,0,0,0,0,0,1.0502204,6.7235575,1.310408,3.7139008,1.9408703,0.7194049,0,0.011449086,0,0.1279638,0.25174013,0.015260959
