,A5S03,A5S04,A502N,A502S,A505S,A506N,A506S,A509N,A509S,KW01,KW1S05,KW1S08,KW1S11,KW1S15,KW1S21,KW12,KW23,KW34,KW45,KW56,KW67,KW78,KW89,KW101N,KW101S,KW910,PRZ12,PRZ23,PRZ34,PRZ45,PRZ56,PRZ67,PRZ78,PRZ89,PRZ910,PRZ1015,PRZ1520,WS01,WS12,WS23,WS34,WS45,WS56,WS67,WS78,WS89,WS910,WS1015,WS1520
KW1S21_k141_2004542_flag=1_multi=6.0000_len=13992_vibrant_13992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07670404,35.37366,0,0,0,0,0,0,0,0,0,0,0,0.66438174,3.1185699,0.2777211,0,0.5509002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_1189783_flag=1_multi=7.0000_len=11167_vibrant_11167,1.8099934,5.0981402,0,0.13225895,2.7342398,0,0.5657426,0,0,0.22544412,6.736641,0.044590868,0.36586943,1.0571928,37.59394,0,0.65725654,0.34284693,0.3073365,2.1112292,0.06294131,0.72733235,0.8797709,0,0,0.9059649,0,0,0,0,0,0,0,0,0,0,0,0.5939895,0.18766806,0.77514553,0.9096307,0,0,0,0,0,0,0,0
KW1S21_k141_876093_flag=1_multi=9.0000_len=49621_vibrant_49621,0.28263816,0.3798009,0,0.02976433,0.21536528,0,0.06365902,0,1.2979484,0.10147053,0.48649466,0.38132963,0.43227133,0.4974625,58.7298,0.64231896,0.18489107,0.5015158,0.08645601,0.095024675,0.014164682,0,0,0,0.86693585,0,0.17030965,0.013528709,0.031324428,0,0,0,0,0,0,0,0,0.26734975,0.042233918,0,0.012794289,0,0.007630649,0,0,0,0,0,0
KW1S21_k141_2459279_flag=1_multi=5.9914_len=12966_vibrant_12966,7.603425,1.392939,0,0.5125876,8.713021,0,11.693934,0,4.3463526,1.3591503,2.8576763,15.207983,88.78111,5.0905786,18.856432,0.4609051,0.28303194,0.73819447,0.06617359,0.07273206,0,0,0,0,2.8262496,0,0.26071063,0.46597043,0,0,0,0,0,0,0,0,0,2.3020873,0.08081479,0,0.19585544,0.052523404,0.029202564,0,0,0,0.1973869,0,0
KW1S21_k141_7195693_flag=3_multi=44.0009_len=50105_vibrant_50105,0,0,0,0,0,0,0,0,0,0,0,0,0.040771022,0,253.2514,0.11927144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_3522883_flag=1_multi=7.0000_len=19027_vibrant_19027,0.28183207,0.47461095,0,0.03881158,1.2837865,0,0.4980539,0,0.3173393,0,1.180225,0.8374562,0.7515543,0.3948442,44.316025,0,0.5786186,0.20121785,0.04509417,0.09912692,0,0,0.012908501,0,0.8373719,0,0.08883098,0.07056373,0.04084589,0.017995996,0.018414492,0,0,0,0,0,0,0.17430708,0.16521436,0.056866888,0.33366555,0,0.07960066,0,0,0,0.13450983,0.03451539,0.024062457
KW1S21_k141_6359461_flag=0_multi=16.8180_len=11519_vibrant_11519,101.05543,49.457584,0,38.593426,75.8759,0.28598455,105.988846,0.44385794,58.183846,22.074053,103.71271,40.02936,52.40532,45.32795,64.037834,32.33874,16.566471,32.904644,5.735439,3.1110053,0.7322153,1.7235935,0.17057733,0,102.63082,0,0.66028655,1.4569583,0.37107918,0.6242387,0,0,0,0,0,0,0,49.522095,10.734062,6.5439515,12.951938,4.670584,4.306094,0,0,0,2.4440062,0,0.066243656
KW1S21_k141_3357231_flag=1_multi=7.0000_len=19937_vibrant_19937,8.689742,11.85542,0,14.149308,11.294717,0,14.180407,0,34.424488,10.733333,24.52638,19.581173,29.868362,21.451939,28.654142,19.583601,14.63352,11.618028,2.4100103,1.3244334,0.8108497,0.6789822,0.08623514,0,31.246809,0,2.2889628,1.14483,0.76013976,0.10304755,0.5096455,0,0,0,0,0.022599036,0,6.986743,10.826903,5.065319,8.916203,4.030706,2.7728097,0,0.13782547,0,0.96277726,1.0540792,0.1607491
KW1S21_k141_1544952_flag=1_multi=4.9300_len=17396_vibrant_17396,6.259965,2.1892865,0,31.668032,1.2286317,0,16.342503,0,1.156974,14.327198,14.361034,35.35086,15.91192,0.7094903,38.907036,24.84887,19.51344,12.6547985,1.3810179,0.9757869,0.32323092,0,0.2823753,0,1.0990578,0,0,0,0,0,0,0,0,0,0,0,0,2.859744,6.8667674,5.058817,12.773218,5.089239,3.0907648,0,0,0,2.2803771,0.6040233,0.01754566
KW1S21_k141_7195405_flag=3_multi=11.9945_len=42238_vibrant_42238,1.0644875,0,0,0,0.018072149,0,0.037393153,0,0.09530147,0,0.31899437,0.035367176,0.07254719,0.05081883,64.18119,0,0,0,0,0,0,0,0,0,0.2640483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024808101,0.008538964,0,0,0,0,0,0,0,0,0
KW1S21_k141_4668799_flag=0_multi=18.0000_len=10028_vibrant_10028,0.2468052,0.7047554,0,0,0.15224001,0,0,0,2.8098729,0,0.7837704,1.4896677,0.2037128,3.585325,106.562744,0.7945879,0,0,0,0.18808216,0,0.17998761,0,0,0,0,0,0.53554696,0.07750047,0,0.034939423,0,0,0,0,0,0,0,0.20898376,0.035966173,0.18992783,0.20373507,0.03775832,0,0,0,0,0,0
KW1S21_k141_3794347_flag=1_multi=7.0000_len=12610_vibrant_12610,10.925687,16.066263,0,22.136469,14.891317,0,15.781596,0.35406014,46.60588,17.96813,30.006817,27.365324,35.316208,28.214119,36.980553,24.169777,16.442764,20.949364,2.5855875,2.1687765,0.39017126,2.647973,0.37007064,0,33.608974,0,1.4743899,2.6085722,1.109369,0.29869217,0.50013524,0.23191863,0,0,0,0,0,9.205307,11.134907,5.720361,9.968545,5.0225787,4.2338066,0,0,0,0.5073986,1.6665486,0.31466419
KW1S21_k141_2486949_flag=1_multi=6.9478_len=24067_vibrant_24067,0,0,0,0,0,0,0,0,0,0,0,0,0.084881045,0,39.867207,0,0,0.079539865,0,0.07836822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_1184349_flag=0_multi=14.0227_len=20196_vibrant_20196,197.56647,45.977573,0,16.088625,168.91107,0.061167855,69.75815,0.31377456,71.45403,21.066713,82.503746,29.78407,45.8211,31.300262,61.976746,11.6389265,17.262342,24.454634,2.5915236,2.288035,0.76564884,0,0.27971038,0.08135541,87.96263,0,0.1673784,0.69803274,0.11544485,0.47472146,0.05204583,0,0,0,0,0,0,115.93769,6.277936,2.053719,7.387274,1.4499799,4.105875,0,0.20408693,0,1.7107744,0.32517543,0.10579173
KW1S21_k141_3430446_flag=0_multi=19.0000_len=20407_vibrant_20407,14.957877,22.89539,0,13.3168125,17.767551,0,12.925066,0.18349515,58.880043,8.635636,38.486965,32.086994,55.05746,49.80453,64.46263,12.689967,9.710824,11.819475,4.1203833,3.9742138,0.5166357,0.6191214,0.6619567,0,22.329323,0,3.9341347,2.4671977,1.4281398,0.33558077,0.56658465,0.047769457,0,0,0,0,0,13.48914,5.288773,2.933847,4.137654,2.2692826,0.8349498,0,0.10098837,0,1.0033101,1.0619837,0.007478421
KW1S21_k141_909631_flag=0_multi=10.8515_len=12481_vibrant_12481,17.384163,19.503948,0,14.2593355,23.362919,0,7.4661736,0.011539341,33.219322,19.56581,58.02504,34.949192,78.727844,43.253044,43.096188,20.589064,18.082863,18.558496,5.843328,2.7956593,0.5068336,0,0.62971884,0,19.53128,0.073689535,15.37026,10.16563,4.140864,0.3566483,1.656276,0.42957875,0,0.0632762,0,0,0,19.398083,13.1809635,5.2015367,8.443847,5.783828,2.1539516,0,0,0,3.383443,0.9471225,0.110047996
KW1S21_k141_2359078_flag=1_multi=8.0000_len=15385_vibrant_15385,2.0376682,2.1436903,0,2.8319538,2.7784567,0,6.056894,0,4.578714,0.6545426,3.4665802,1.5211877,2.1908824,2.267169,50.77565,1.8127037,1.0733873,1.6175311,0.16730714,0,0.045685124,0,0,0,3.106794,0,0.27464852,0.30543754,0,0,0,0,0,0,0,0,0,1.9401275,1.2259474,1.7347734,0.7840392,0.7967716,0.3691652,0,0,0,0.3327031,0.08537202,0
KW1S21_k141_445983_flag=1_multi=8.0000_len=10627_vibrant_10627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.66672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_3131157_flag=1_multi=5.0000_len=12517_vibrant_12517,0.98864055,2.0702555,0,0.0589972,4.0249157,0,0,0,0,0.4022585,3.4984,0.039781597,0.081602305,0.728814,34.777977,0.63658446,0.14659232,0,0.068547316,1.2807978,0,0.14419715,0.43168658,0,0,0.2571716,0,0,0,0,0,0,0,0,0,0,0,2.1197033,0.08371372,0.37458608,0.050720256,0.054407485,0,0,0,0,0,0,0
KW1S21_k141_7195598_flag=3_multi=11.0002_len=64339_vibrant_64339,0.012822512,0.13425444,0,0,0.16609894,0,0,0,0.0312823,0,0.034902845,0.108351804,0,0.19183223,65.41676,0,0.028519189,0,0,0,0,0,0,0,0,0,0,0.010433922,0,0,0,0,0,0,0,0,0,0.10309581,0,0.011211514,0.03947002,0.021169694,0.023540339,0,0,0,0,0,0
KW1S21_k141_721186_flag=1_multi=6.0000_len=15830_vibrant_15830,16.312136,16.717035,0,24.537848,14.996593,0.10405104,9.877561,0.2183538,25.428576,24.650528,31.208784,37.77849,64.782166,31.831179,32.019882,18.750015,15.184547,14.0276165,2.7100656,3.2765265,0.7104138,0,0.34134057,0,13.889508,0,5.2317853,3.434994,1.6692318,0.73543483,0.5976032,0.061581258,0,0,0,0,0,14.456179,8.538974,2.620146,6.938201,5.2485313,1.14812,0,0.04339587,0,1.859265,3.8167174,0.038562763
KW1S21_k141_3276563_flag=1_multi=5.0000_len=10453_vibrant_10453,0.9470822,0,0,0,0,0,0,0,1.1552694,0,0.107414804,0,0,0,33.25901,0,0,0,0,0,0,0,0,0,0.30484405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_2471104_flag=0_multi=17.2755_len=10443_vibrant_10443,17.458801,23.611015,0,7.424986,9.867829,0,6.805855,0,51.458717,26.759203,23.815163,88.3553,121.673996,67.62366,79.77243,10.4914055,17.043465,15.764492,6.244232,7.495226,1.3460991,0,0.8466878,0,7.1706953,0,10.034626,4.564098,2.1581984,1.7049996,1.3420379,1.0268261,0.060609654,0,0.15728691,0,0,1.2703401,0.5016971,0.48351648,0.48634714,1.8259615,0.3625782,0,0.46047077,0,2.6958256,0.31443277,0.2922764
KW1S21_k141_2493736_flag=1_multi=5.0000_len=10913_vibrant_10913,0,0,0,0,0,0,0,0,0,0,0,0.7300595,0.4679813,0,37.594643,0,0,0,0,0.086414725,0,0,0,0,0.43799162,0,0.3871958,0.12302906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062404327,0,0,0,0,0,0,0
KW1S21_k141_6354365_flag=1_multi=6.0000_len=20989_vibrant_20989,0.019652855,0.018706327,0,0,0,0,0,0,0,0,0.16048507,0,0,0,45.117027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_5308516_flag=1_multi=8.0000_len=22857_vibrant_22857,11.26115,16.833992,0,26.072697,15.762893,0,25.359592,0,52.5688,24.782135,32.568623,25.466995,37.0904,32.375248,41.06456,22.398048,20.63124,18.006365,2.8904283,2.8468318,0.6765125,2.0531044,0.23640114,0,41.68412,0,4.177957,2.2614832,1.4450684,0.29961047,0.84308916,0,0,0,0,0,0,5.8039827,13.9364195,5.743686,10.415826,7.0017643,4.91999,0,0,0,2.2954032,0.7470286,0.2336888
KW1S21_k141_5054718_flag=1_multi=9.5137_len=16224_vibrant_16224,18.280512,21.610947,0,10.969599,8.374815,0,3.7966633,0,42.674995,27.15536,25.398802,46.222076,62.768234,40.716286,53.95725,16.452927,20.357574,12.507046,5.9231234,9.590869,2.4693875,0.27812433,3.512175,0,6.4814873,0.6235768,5.78189,5.6687136,2.874167,3.6300845,3.4337544,1.8927013,0,0,0.96179736,0.055542037,0,6.745922,4.714784,3.8014276,4.6566186,2.8963435,2.73058,0,0.63513005,0,16.721386,5.8289137,2.0788512
KW1S21_k141_7195533_flag=3_multi=11.0003_len=39179_vibrant_39179,0,0,0,0,0,0,0,0,0,0,0.014329194,0,0,0,63.941235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_2820315_flag=1_multi=8.8093_len=22580_vibrant_22580,4.128591,11.615363,0,15.632757,8.3838,0,9.093161,0,34.317036,5.240218,13.923204,21.038118,20.944004,21.959177,27.677002,14.380034,17.065022,12.292803,6.19376,11.276433,0.49804476,0.599507,0.6308849,0,34.151527,0,11.190565,6.6001062,3.304197,0.34877884,1.0086012,0,0,0,0,0,0,4.5532665,7.8425922,5.574553,9.165904,2.9557045,1.274432,0,0,0,0.7934114,0.52351797,0.03379365
KW1S21_k141_1736674_flag=3_multi=80.0000_len=47933_vibrant_47933,0,0.024573494,0,0,0.031849932,0,0.03295041,0,0.2939249,0,0.12883481,0.07271866,0.25571093,0.022390481,422.97357,0,0,0,0,0,0,0,0,0,0.06647894,0,0,0,0,0.007143509,0,0,0,0.016476128,0,0,0,0,0.021860609,0.007524435,0,0,0,0,0,0,0,0,0
KW1S21_k141_4929354_flag=1_multi=6.0000_len=12766_vibrant_12766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.146347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030439239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_1008916_flag=1_multi=6.0000_len=26784_vibrant_26784,0,0,0,0,0,0,0,0,0.15028912,6.2975965,0,3.8669658,8.77112,4.788401,39.25171,18.81661,14.249491,10.005976,0.38441163,0.14083691,0.052483995,0,0,0,0.35691476,0,0,0.37595662,0.07254095,0,0.026162824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_5041764_flag=1_multi=6.0000_len=10847_vibrant_10847,0,0,0,0,0,0,0,0,0,0,0,0,0.094165765,0,34.469868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61151296,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_4304343_flag=3_multi=226.0000_len=45103_vibrant_45103,0.3658238,0.2785639,0,0.78590024,1.6247215,0,0.5602863,0,0.58011067,0.55817455,0.36096716,1.037779,1.1096687,0.70196366,1165.3179,0.30916396,0.4881882,0.46686798,0.09511637,0.14636071,0.046750702,0.1000441,0,0,0.42390105,0,0.01873697,0.119071126,0,0,0,0,0,0,0,0,0,1.0294563,0.3484839,0.2319002,0.21113855,0.12079347,0.03358007,0,0,0,0,0,0.006767272
KW1S21_k141_1156780_flag=1_multi=5.0000_len=10084_vibrant_10084,0,0,0,0,0,0,0,0,0,0,0.3340362,0,0,0.053215142,30.395687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_3804469_flag=0_multi=11.0000_len=11039_vibrant_11039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.83345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_4807980_flag=1_multi=7.0000_len=14696_vibrant_14696,0,0.08014979,0,0.10049917,0,0,0,0,0,0,0,0.13553245,0,0.14605919,40.617825,0,0,0,0,0,0,0,0.016712712,0,0,0,0.80507004,2.3296618,0.44950905,0,0.2622549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_6277116_flag=1_multi=9.0000_len=38100_vibrant_38100,0,0.020610346,0,0,0.020034945,0,0,0,0,0,0.05894,0.02613891,0.053617638,0.07042276,51.728294,0.0522843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018932745,0,0,0,0,0,0,0,0,0
KW1S21_k141_3725591_flag=1_multi=8.0000_len=43850_vibrant_43850,0,0,0,0,0.05222336,0,0.14407408,0,0,0.11482485,0,0.011355672,0,0.17132726,43.694103,0,0,0,0,0,0,0,0,0,0.25434145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023896115,0.032900233,0.11582494,0,0,0,0,0,0,0,0
KW1S21_k141_6537695_flag=1_multi=8.0000_len=18691_vibrant_18691,0.3751749,0.5461615,0,2.252029,0.81679034,0,6.6755958,0,0.323044,2.9632318,0.6307567,1.332048,2.513784,1.1484061,40.805595,5.9683156,1.8652307,1.3314277,0.41314322,0.4036355,0.037604496,0.09656603,0.0262811,0,5.7112474,0,0.1808557,0.14366445,0,0,0,0,0,0,0,0,0,0.35488102,0,0,0.13586548,0.07287127,0,0,0,0,0.13692786,0,0.02449502
KW1S21_k141_2577964_flag=1_multi=6.0000_len=10970_vibrant_10970,1.0528556,1.1453115,0,0,1.3916707,0,0.28795114,0,0,0,2.7635179,0,0,0.04891718,33.3767,0.7263562,0.16726491,0,0.23464176,0.60176,0,0.16453196,0.47017416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32877737,0,0,0,0,0,0,0,0,0
KW1S21_k141_1646866_flag=0_multi=18.0000_len=25415_vibrant_25415,0.43821886,0.5870482,0,0.29056382,0.090104036,0,0.93217325,0,2.1381915,0.19811408,0.8614887,0.8424823,0.9645479,8.192371,100.32965,0.15676033,0.21659209,0.07532111,0.101279564,0,0,0.035508867,0.00966398,0,0.2507602,0,0.2660141,0.18489698,0.1070278,0.040418234,0.041358158,0,0,0,0,0,0,0.2609908,0.08245876,0.26963237,0.27477944,0.026795927,0.059593223,0,0,0,0,0.02584003,0
KW1S21_k141_6751611_flag=1_multi=7.0000_len=23678_vibrant_23678,0,0,0,0,0,0,0,0,0,0,0,0.12617946,0,0,36.31633,0,0,0,0,0,0,0,0,0,0.13457787,0,0.6424395,0.05670311,0.049233973,0,0.014797388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_2667737_flag=1_multi=6.0000_len=14376_vibrant_14376,0.6599442,3.0588644,0,0.051368102,2.2831976,0,0,0,0,0,5.0766873,0,0.14210017,0.59724146,37.083534,0.27713296,0,0.79895073,0.11936654,2.4271443,0.29334962,0.18832593,1.0763377,0,0,0.12795201,0,0,0,0,0,0,0,0,0,0,0,1.1534991,0.2186654,0.77773595,0.48577628,0.047371898,0,0,0,0,0.26704076,0.091363974,0
KW1S21_k141_3961247_flag=1_multi=6.0000_len=11691_vibrant_11691,0.035283018,0,0,0,0,0,0,0,0,0,0.048020143,0.17036907,0.08736772,0.5049043,34.99082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08962831,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_5919244_flag=1_multi=7.4420_len=11452_vibrant_11452,13.111049,19.165085,0,16.249905,12.931042,0,10.89535,0,38.48892,24.8412,22.991463,30.871622,61.987785,36.8775,44.885662,19.481974,14.900919,17.050049,5.094696,5.1878943,1.7184979,0.9456422,1.6085182,0,18.503717,0.28108776,9.4456835,7.151553,5.7684116,1.4949782,2.3558056,0.6384243,0,0,0.14342885,0,0,10.42573,6.6794147,3.558817,5.2110853,7.790204,4.8933625,0,0.11997147,0,4.6931267,2.179141,0.42643976
KW1S21_k141_2811088_flag=1_multi=9.0000_len=15087_vibrant_15087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.09478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW1S21_k141_6871207_flag=1_multi=7.0000_len=18281_vibrant_18281,0.67692214,0.4080693,0,0.40395376,3.3821912,0,0.7775673,0,0.66057825,0.13771318,1.2590965,0.5720076,0.16761929,0.8806217,40.644314,0,0.100371756,0,0,0.10317203,0,0,0,0,2.0045485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2292751,0,0.06945631,0.0745056,0.020712238,0,0,0,0,0,0
KW1S21_k141_634206_flag=1_multi=9.0000_len=10296_vibrant_10296,2.243556,3.9659302,0,0.64551383,1.2603568,0,0.15340054,0,4.300581,1.222579,2.9444242,3.5305045,4.9602566,2.1890152,62.37763,0.38695258,1.7821447,1.3014765,0.33333594,0.09159323,0.06826589,0,0.11927449,0,0,0,1.1491171,0.5868077,0.113224745,0.06651317,0.2722397,0.047340292,0,0,0,0,0,0.64423865,0.407088,0.45538986,0.18498409,0.26457593,0,0,0,0,0.62143517,0,0.029644934
KW1S21_k141_5702856_flag=1_multi=7.0000_len=12714_vibrant_12714,2.173752,13.464323,0,0.29041523,1.8011596,0,0.8695835,0,5.5406256,1.3860896,14.350805,1.8799291,1.3657442,1.0973854,37.80372,3.7603245,1.2988882,0.9033912,0.26994076,0.14834732,0.055282813,0,0,0,0.250632,0,0.13293904,0.1056014,0.030563736,0,0.05511602,0,0,0,0,0,0,0.52171475,0.24724978,0.19857492,0.44940922,0.16069336,0.14890689,0,0,0,0,0.41322908,0
KW1S21_k141_3693176_flag=1_multi=9.0000_len=47207_vibrant_47207,0.026213938,0.058219958,0,0,0,0,0,0,0.2984452,0,0.36866376,0.08438515,23.49774,0.2728179,52.751617,0.12659343,0.1554766,0.04055089,0.6361395,0.5193963,0,0,0,0,0,0,0.8055841,0.8674517,0.024694687,0,0.007422046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019396972
KW1S21_k141_122670_flag=0_multi=25.5808_len=10041_vibrant_10041,66.510056,91.656,0,109.28825,39.37911,0,35.391663,0,181.60349,104.80325,115.176895,186.06656,367.0221,107.527374,175.85031,83.323715,118.050285,120.48887,37.085445,60.859722,11.26993,2.0671775,18.223232,0,90.76277,3.5264602,44.27041,27.879242,26.819145,10.2985525,19.052227,4.368829,0.3782173,0,1.1450882,0.06730759,0.34758583,47.893475,39.23808,33.441154,36.418926,57.311085,53.92449,0,1.6419638,0,109.856224,49.18401,10.137665
KW1S21_k141_7195486_flag=3_multi=58.0015_len=37587_vibrant_37587,0.08779499,0.010445821,0,0,0.12185033,0,0.08404034,0,0.16064106,0,0.40327495,0.013247831,0.21739772,0.085660696,299.74017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22302276,0.03838229,0.033781115,0,0.020147415,0,0,0,0,0,0
KW1S21_k141_680041_flag=1_multi=5.0000_len=10544_vibrant_10544,5.0857544,8.750699,0,7.073716,3.9093223,0,3.5950198,0,20.806263,10.505646,10.329313,14.828824,32.83953,13.181426,19.568268,6.04562,5.5687284,6.898982,3.987323,5.098018,0.1333205,0,1.3976293,0,9.066394,0.17445354,3.7670135,2.4193578,3.353703,1.3314495,1.52856,0.69340247,0,0,0,0,0,5.3472295,1.3912959,1.6076851,2.167598,2.5189414,2.7651095,0,0.5212114,0,2.7913663,2.9896402,0.60790116
KW1S21_k141_2022448_flag=1_multi=7.0000_len=23775_vibrant_23775,0.15614906,0.66057134,0,0.06212138,0.54581004,0,0,0,0.084654965,0,0.40142417,0.041888222,1.8903179,0.04514166,38.24996,0,0,0.16103351,0.036088612,0,0,0.075916536,0,0,0.1340288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055244945,0
KW1S21_k141_7195408_flag=3_multi=24.9882_len=42778_vibrant_42778,1.5717539,0.9820725,0,0.36251873,0.80298084,0.0433171,1.439924,0,1.458526,0.5885115,2.021042,0.7915364,0.6924369,1.5304086,137.23882,0.4191006,0.4289345,0.8502369,0.04011439,0.088180274,0.03286108,0.12657785,0.005741503,0.02304531,1.3035758,0,0.25681928,0.09415701,0.018167626,0.008004344,0.008190484,0,0,0,0,0,0,1.0854076,0.14696965,0.075880565,0.29681864,0.14327845,0.061959025,0,0,0,0.059827916,0,0.007135076
KW1S21_k141_3518341_flag=0_multi=10.9504_len=19084_vibrant_19084,3.0476642,1.2549912,0,1.122174,0.8399685,0,3.1449203,0,6.8551497,1.0553489,9.560686,18.081993,33.71893,30.95893,42.12134,1.1482054,1.1537808,0.5015421,0.13487844,0.14824627,0.0368301,0,0,0,0.7513837,0,0.4428283,0.31658837,0.26470527,0.1614802,0.036718983,0.10216216,0,0,0,0,0,0,0.16472091,0,0,0,0,0,0,0,0,0,0
